code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
3564707105675	https://fr.openfoodfacts.org/produit/3564707105675	openfoodfacts-contributors	1460580388	1561383139	Boisson d'avoine bio	"Boisson à base d'avoine issue de l'agriculture biologique, stérilisée UHT"	1 l	"fr:Brique,fr:Carton,fr:Point vert,fr:Pensez au tri!,fr:Brique carton et son bouchon à recycler,fr:Tetra Brik Aseptic,fr:FSC Mixte,fr:FSC C014047"	fr-brique,fr-carton,fr-point-vert,fr-pensez-au-tri,fr-brique-carton-et-son-bouchon-a-recycler,fr-tetra-brik-aseptic,fr-fsc-mixte,fr-fsc-c014047	Bio Village,Marque Repère	bio-village,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Boissons à base de végétaux, Substitut du lait, Boissons végétales, Boissons végétales de céréales, Boissons sans alcool, Boissons à l'avoine, Boissons sans sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:cereal-milks,en:non-alcoholic-beverages,en:oat-milks,en:unsweetened-beverages			France	france	Bio, Bio européen, FR-BIO-01, Sans sucre ajouté, en:Pauvre-en-acides-gras-satures       , BIO AB	en:organic,en:eu-organic,en:fr-bio-01,en:no-added-sugar,fr:ab-agriculture-biologique,en:pauvre-en-acides-gras-satures					France	Leclerc	France	Eau, avoine* 11 %, huile de tournesol*, sel.  *Ingrédients issus de l'agriculture biologique.	en:gluten	en:gluten						0		0			0			1	b	3	Beverages	Plant-based milk substitutes	en:checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:oat-milks	https://static.openfoodfacts.org/images/products/356/470/710/5675/front_fr.59.400.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/front_fr.59.200.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/front_fr.59.400.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/front_fr.59.200.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/ingredients_fr.31.400.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/ingredients_fr.31.200.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/nutrition_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/356/470/710/5675/nutrition_fr.12.200.jpg	173		173		1.2	0.2																																			7.2	5									0.8	0.5				0.1	0.04																																												1								
3564706568075	https://fr.openfoodfacts.org/produit/3564706568075	openfoodfacts-contributors	1556119750	1561382881	Petillant aro fraise ss alcool		75 cl			Fiestali, Marque Repère, Festalie	fiestali,marque-repere,festalie	Boissons, Boissons alcoolisées, Vins, Vins effervescents, Vins pétillant	en:beverages,en:alcoholic-beverages,en:wines,en:sparkling-wines,fr:vins-petillant												Leclerc	en:France	"Eau, jus de fruits à base de concentrés (fraise 5%, baies 5%), sucre, dioxyde de carbone, acidifiant: acide citrique, arôme naturel, concentré de jus de carotte noire, antioxydant: acide ascorbique"					200 g	200		3	en:e290,en:e300,en:e330	0			0					4		Alcoholic beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	fr:vins-petillant	https://static.openfoodfacts.org/images/products/356/470/656/8075/front_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/front_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/front_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/front_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/ingredients_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/ingredients_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/356/470/656/8075/nutrition_fr.7.200.jpg	141		141		0.5	0.1																																			8.3	8.3									0.5	0.5																																									10																
3564700804322	https://fr.openfoodfacts.org/produit/3564700804322	kiliweb	1491807379	1561381590	Pressés orange sans pulpe		1,5 l			Jafaden,Marque Repère	jafaden,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, en:fruit-juices-and-nectars, Jus de fruits, Boissons sans alcool, Jus d'orange"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:orange-juices,en:fruit-juices-and-nectars												Leclerc	France	Jus d'orange sans pulpe.					200 g	200		0		0			0			2	c	1	Beverages	Fruit juices	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:orange-juices	https://static.openfoodfacts.org/images/products/356/470/080/4322/front_fr.21.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/front_fr.21.200.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/front_fr.21.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/front_fr.21.200.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/ingredients_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/ingredients_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/nutrition_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4322/nutrition_fr.13.200.jpg	156		156		0.5	0.1																																			8.6	8.3									0.5	0.6				0.01	0.004																																				100								2								
3564700804247	https://fr.openfoodfacts.org/produit/3564700804247	kiliweb	1487925236	1561381588	Pressés orange pulpé		1,5 l	bouteille	bouteille	Jafaden,Marque Repère	jafaden,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, en:fruit-juices-and-nectars, Jus de fruits, Boissons sans alcool, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:orange-juices,en:squeezed-juices,en:squeezed-orange-juices,en:fruit-juices-and-nectars												Leclerc	France	Jus d'orange 97%, pulpe d'orange 3%.					200 g	200		0		0			0			2	c	1	Beverages	Fruit juices	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:squeezed-orange-juices	https://static.openfoodfacts.org/images/products/356/470/080/4247/front_fr.20.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/front_fr.20.200.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/front_fr.20.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/front_fr.20.200.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/356/470/080/4247/nutrition_fr.5.200.jpg	156		156		0.5	0.1																																			8.6	8									0.5	0.6				0	0							0.012																													100								2								
3564700757635	https://fr.openfoodfacts.org/produit/3564700757635	date-limite-app	1483476886	1561381291	Cocktail sans alcool façon planteur		1 l	bouteille,plastique	bouteille,plastique	Jafaden,Marque Repère	jafaden,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons sans alcool, Boissons avec sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:non-alcoholic-beverages,en:sweetened-beverages					Point Vert, Sans alcool	en:green-dot,en:no-alcohol					France,Nantes	Leclerc	France	"Eau, jus de fruits à base de concentrés (orange 20%, ananas 20%), sucre, purée de mangue partiellement à base de concentré 5%, acidifiant : acide citrique, arôme naturel, arôme naturel de cannelle, antioxydant : acide ascorbique, colorant : caroténoïdes."					200 g	200		3	en:e160,en:e300,en:e330	0			0			13	e	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/356/470/075/7635/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/front_fr.23.400.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/front_fr.23.200.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/ingredients_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/ingredients_fr.14.200.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/nutrition_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/356/470/075/7635/nutrition_fr.18.200.jpg	187		187		0.5	0.1																																			11	11									0.5	0.5				0	0																																				45								13								
3564700742952	https://fr.openfoodfacts.org/produit/3564700742952	openfoodfacts-contributors	1460896313	1561381206	Pétillant arômatisé framboise sans alcool		75 cl	verre,bouteille	verre,bouteille	Festalie,Marque Repère	festalie,marque-repere	Boissons, Boissons gazeuses, Boissons sans alcool, Boissons avec sucre ajouté	en:beverages,en:carbonated-drinks,en:non-alcoholic-beverages,en:sweetened-beverages			Allemagne	allemagne	Point Vert, Arômes naturels, Sans alcool	en:green-dot,en:natural-flavors,en:no-alcohol					France,Nantes	Leclerc	France	"Eau, jus de fruits à base de concentrés (framboise 5%, baies 5%), sucre, dioxyde de carbone, acidifiant: acide citrique, arôme naturel, antioxydant: acide ascorbique, sirop de sucre caramélisé (sucre, eau)."					200 g	200		3	en:e290,en:e300,en:e330	0			0			11	e	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/356/470/074/2952/front_fr.22.400.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/front_fr.22.200.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/front_fr.22.400.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/front_fr.22.200.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/ingredients_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/ingredients_fr.15.200.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/nutrition_fr.17.400.jpg	https://static.openfoodfacts.org/images/products/356/470/074/2952/nutrition_fr.17.200.jpg	140		140		0.5	0.1																																			8	8									0.5	0.5				0.01	0.004																																				10								11								
3564700717882	https://fr.openfoodfacts.org/produit/3564700717882	openfoodfacts-contributors	1448729387	1561381074	Infusion saveur pomme cannelle	Préparation aromatisée pour infusion	40 g	Carton,Sachets,Plastique	carton,sachets,plastique	Tiséa,Marque Repère	tisea,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Infusions, Boissons sans alcool, Thés en sachets"	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:herbal-teas,en:non-alcoholic-beverages,en:tea-bags											Saint-Loup,France	Leclerc	France	Cynorrhodon, feuilles d'oranger, arômes, cannelle 8.9%, marc de pomme 5.7%, tilleul, chicorée, hibiscus.								0		0			0					4	unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:tea-bags	https://static.openfoodfacts.org/images/products/356/470/071/7882/front_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/071/7882/front_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/071/7882/front_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/071/7882/front_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/071/7882/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/356/470/071/7882/ingredients_fr.12.200.jpg			10		10																																						0.6	0.5																																																																			
3564700702413	https://fr.openfoodfacts.org/produit/3564700702413	kiliweb	1518254780	1561380983	Dosettes café saveur caramel x 10		70 g			Plantation, Marque Repère	plantation,marque-repere	Boissons, Boissons sans alcool	en:beverages,en:non-alcoholic-beverages												Leclerc	France	Café moulu 97%, arôme 3%.								0		0			0			2	c	4	Beverages	Unsweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/356/470/070/2413/front_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/front_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/front_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/front_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2413/nutrition_fr.4.200.jpg		1	4		1	1																																			1	1										1				0	0																																												2								
3564700702215	https://fr.openfoodfacts.org/produit/3564700702215	openfoodfacts-contributors	1478523195	1561380981	Dosettes corsé x 36	Dosette de café	250 g	Sachet souple	sachet-souple	Plantation,Marque Repère	plantation,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Boissons sans alcool, Cafés en dosettes, Boissons sans sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:coffees,en:non-alcoholic-beverages,en:coffee-capsules,en:unsweetened-beverages											France	Centre E.Leclerc, Leclerc	France																				unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:coffee-capsules	https://static.openfoodfacts.org/images/products/356/470/070/2215/front_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/front_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/front_fr.18.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/front_fr.18.200.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/ingredients_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/356/470/070/2215/nutrition_fr.11.200.jpg																																																																																																													
3564700695753	https://fr.openfoodfacts.org/produit/3564700695753	kiliweb	1517084817	1561380915	Cocktail sans alcool rosé pamplemousse		75 cl			Lagoa, Marque Repère, Lagoa Cocktail	lagoa,marque-repere,lagoa-cocktail	Boissons, Boissons avec sucre ajouté	en:beverages,en:sweetened-beverages												Leclerc	France	"Eau ; sucre ; jus de pamplemousse à base de concentré (10%) ; arôme naturel de pamplemousse avec autres arômes naturels ; acidifiant : acide citrique ; arômes naturels ; colorants : anthocyanes, E120 ; conservateur : E202 ; stabilisant : E445."					77 g	77		5	en:e120,en:e163,en:e202,en:e330,en:e445	0			0			13	e	4	Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:sweetened-beverages					https://static.openfoodfacts.org/images/products/356/470/069/5753/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/356/470/069/5753/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/356/470/069/5753/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/356/470/069/5753/nutrition_fr.9.200.jpg	179		179		0.5	0.5																																			10.5	10									0.5	0				0.003	0.0012																																												13								
3564700688748	https://fr.openfoodfacts.org/produit/3564700688748	thigat	1434291462	1561380882	Cocktail sans alcool pina colada		1 l	Bouteille,Plastique	bouteille,plastique	Jafaden,Marque Repère	jafaden,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons sans alcool, Boissons avec sucre ajouté, Boissons sans sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:non-alcoholic-beverages,en:sweetened-beverages,en:unsweetened-beverages											France	Leclerc	France	"Eau ; jus d'ananas à base de concentré (16%) ; sucre ; lait de coco (9%) ; stabilisants : pectine, gomme xanthane, E471 ; acidifiant : acide citrique ; arôme ; arômes naturels ; antioxydant : acide ascorbique."					200 g	200		5	en:e300,en:e330,en:e415,en:e440,en:e440i,en:e471	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	19	e	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/356/470/068/8748/front_fr.21.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/front_fr.21.200.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/front_fr.21.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/front_fr.21.200.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/ingredients_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/ingredients_fr.14.200.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/nutrition_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8748/nutrition_fr.6.200.jpg	295		295		2	1																																			13	13									0.5	0.5				0	0																																				25								19								
3564700688663	https://fr.openfoodfacts.org/produit/3564700688663	sebleouf	1425635373	1561380881	Cocktail sans alcool mojito		75 cl	Bouteille,Verre	bouteille,verre	Lagoa,Marque Repère, Lagoa Cocktail	lagoa,marque-repere,lagoa-cocktail	Boissons, Boissons sans alcool, Boissons avec sucre ajouté, Cocktails sans alcool, Virgin mojito	en:beverages,en:non-alcoholic-beverages,en:sweetened-beverages,fr:cocktails-sans-alcool,fr:virgin-mojito					fr:Produits faisant référence au Mojito, fr:sans alcool	en:no-alcohol,fr:produits-faisant-reference-au-mojito					Civrieux-d'Azergues,France	Leclerc	France	"Eau ; sucre ; jus de fruits à base de concentrés 6,8 % (citron vert 4,2 %, citron 2,6 %) ; arôme naturel de rhum; arôme naturel de citron et de menthe ; acidifiant : acide citrique ; arômes naturels ;  arôme naturel de menthe ; arôme naturel de citron - citron vert ; conservateur : E202 ; stabilisant : E445 ; colorants : E101, E131."					77 g	77		5	en:e101,en:e131,en:e202,en:e330,en:e445	0			0			13	e	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/356/470/068/8663/front_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/front_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/front_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/front_fr.16.200.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/ingredients_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/ingredients_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/356/470/068/8663/nutrition_fr.7.200.jpg	170		170		0.5	0.1																																			10	9.3									0.5	0.5				0.007	0.0028																																				2.25								13								
3564700608722	https://fr.openfoodfacts.org/produit/3564700608722	kiliweb	1509833374	1561380523	Jus de pomme pêche gazéîfié sans alcool		75 cl			Marque Repère, Gibus	marque-repere,gibus	Boissons, Boissons sans sucre ajouté	en:beverages,en:unsweetened-beverages												Leclerc	France	"Jus de pomme 99 %, dioxyde de carbone, jus de pêche à base de concentré 0,1 %, arômes naturels."					150 g	150		1	en:e290	0			0			4	c	4	Beverages	Unsweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:unsweetened-beverages	https://static.openfoodfacts.org/images/products/356/470/060/8722/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/front_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/front_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/356/470/060/8722/nutrition_fr.4.200.jpg	187		187		0.5	0.1																																			11	10									0.5	0.5				0	0																																				99								4								
3564700582855	https://fr.openfoodfacts.org/produit/3564700582855	kiliweb	1514209383	1561380451	Cocktail sans alcool planteur		75 cl			Lagoa, Marque Repère, Lagoa Cocktail	lagoa,marque-repere,lagoa-cocktail	Boissons, Boissons avec sucre ajouté	en:beverages,en:sweetened-beverages												Leclerc	France	"Eau ; sucre ; jus d'orange à base de concentré 10 % ; arômes naturels ; arôme ; acidifiant : acide citrique ; conservateur : E202 ; stabilisant : E445 ; colorants : E120, caroténoïdes."								5	en:e120,en:e160,en:e202,en:e330,en:e445	0			0			14	e	4	Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:sweetened-beverages	https://static.openfoodfacts.org/images/products/356/470/058/2855/front_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/front_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/front_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/front_fr.11.200.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/356/470/058/2855/nutrition_fr.4.200.jpg	187		187		0.5	0.1																																			11	9.5									0.5	0.5				0.01	0.004																																				3.48								14								
