code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
20019907	https://fr.openfoodfacts.org/produit/20019907	vive	1383687040	1582784581	Citron	"Jus de citron à base de jus de citron concentré"	200 ml	Plastique,Flacon	plastique,flacon	Solevita	solevita	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Jus de citron"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:lemon-juice	Italie	italie									France	Lidl	France,Germany,Switzerland,United Kingdom, en:belgium	"jus de citron à base de concentre conservateur:disulfite de potassium. haleur, de"								1	en:e224	0			0			-4	b		Beverages	Fruit juices	en:checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:lemon-juice	https://static.openfoodfacts.org/images/products/20019907/front_fr.80.400.jpg	https://static.openfoodfacts.org/images/products/20019907/front_fr.80.200.jpg	https://static.openfoodfacts.org/images/products/20019907/front_fr.80.400.jpg	https://static.openfoodfacts.org/images/products/20019907/front_fr.80.200.jpg	https://static.openfoodfacts.org/images/products/20019907/ingredients_fr.59.400.jpg	https://static.openfoodfacts.org/images/products/20019907/ingredients_fr.59.200.jpg	https://static.openfoodfacts.org/images/products/20019907/nutrition_fr.60.400.jpg	https://static.openfoodfacts.org/images/products/20019907/nutrition_fr.60.200.jpg		28	117		0.5	0.1																																			2.2	2.2										0.4				0	0																																												-4								
3564707080385	https://fr.openfoodfacts.org/produit/3564707080385	loupiludo	1351377742	1582770306	Pur jus pomme bio	Jus de pomme	1 l	Brique	brique	Bio Village,Marque Repère	bio-village,marque-repere	"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, en:fruit-juices-and-nectars, Jus de fruits, Boissons sans alcool, Jus de pomme, Jus de fruits pur jus, Jus de pommes pur jus"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:squeezed-juices,en:apple-juices,en:squeezed-apple-juices,en:fruit-juices-and-nectars	Union européenne	union-europeenne	France,Union européenne	france,union-europeenne	Organic, EU Organic, FSC, Green Dot, No added sugar, fr:ab-agriculture-biologique, fr:C014047 , en:no-preservatives	en:organic,en:eu-organic,en:ab-agriculture-biologique,en:fsc,en:green-dot,en:no-added-sugar,en:no-preservatives,fr:c014047					Clichy,France,Montargis	Leclerc	France	Jus de pomme - issu de l'agriculture biologique 100%					200 g	200		0		0			0			3	c	1	Beverages	Fruit juices	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:squeezed-apple-juices	https://static.openfoodfacts.org/images/products/356/470/708/0385/front_fr.46.400.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/front_fr.46.200.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/front_fr.46.400.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/front_fr.46.200.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/ingredients_fr.30.400.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/ingredients_fr.30.200.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/nutrition_fr.32.400.jpg	https://static.openfoodfacts.org/images/products/356/470/708/0385/nutrition_fr.32.200.jpg	165		165		0.5	0.1																																			9.7	9.7									0.5	0.5				0.01	0.004																																				100								3								
8032956790010	https://fr.openfoodfacts.org/produit/8032956790010	kiliweb	1542449590	1582770231	AloeTai		1 l	Flacon	flacon	Benessence	benessence	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons sans alcool, Boissons sans sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:non-alcoholic-beverages,en:unsweetened-beverages	Italie	italie	Italie	italie	fr:veganok, en:gluten-free	en:gluten-free,fr:veganok					France	Amazon	France,en:france	Succo e polpa di Aloe Vera (Aloe Barbadensis Miller gel sine cute) 99,8%, Acidificante: acido citrico, Antioss dante: acido ascorbico, Conservanti: benzoato di sodio, sorbato di potassio.								4	en:e202,en:e211,en:e300,en:e330	0			0			2	c		Beverages	Unsweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/803/295/679/0010/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/nutrition_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/803/295/679/0010/nutrition_fr.10.200.jpg		4	17		0.1	0.04																																			0.26	0.06										0.17				0.06	0.024																																												2								
3222476117311	https://fr.openfoodfacts.org/produit/3222476117311	kiliweb	1495295516	1582770054	"Thé vert à la Menthe"	"Thé vert aromatisé à la menthe issue de l'agriculture biologique"	36 g			Casino	casino	Boissons, Boissons sans alcool	en:beverages,en:non-alcoholic-beverages					Organic, EU Organic, FR-BIO-01 , en:eu-non-eu-agriculture	en:organic,en:eu-organic,en:eu-non-eu-agriculture,en:fr-bio-01						Casino	France	Thé vert* 78% - feuilles de menthe* 15% - arôme naturel de menthe 7%  *Ingrédients issus de l'agriculture biologique								0		0			0			2	c	4	Beverages	Unsweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/322/247/611/7311/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/322/247/611/7311/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/322/247/611/7311/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/322/247/611/7311/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/322/247/611/7311/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/322/247/611/7311/ingredients_fr.7.200.jpg				1	4		0	0																																			0.2	0.1										0				0	0																																												2								
3554740100300	https://fr.openfoodfacts.org/produit/3554740100300	kiliweb	1514048381	1582770002	Thym bio					Romon Nature	romon-nature	Boissons, Boissons sans alcool, Boissons sans sucre ajouté	en:beverages,en:non-alcoholic-beverages,en:unsweetened-beverages					Organic, EU Organic, ES-ECO-020-CV, FR-BIO-01 , en:eu-non-eu-agriculture	en:organic,en:eu-organic,en:es-eco-020-cv,en:eu-non-eu-agriculture,en:fr-bio-01							France	THYM BIO 100% ( THYMUS VULGARIS)					1.7g	1.7		0		0			0					1	Beverages	Unsweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/355/474/010/0300/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/355/474/010/0300/nutrition_fr.7.200.jpg		0	0		0.1	0																																			0.2											0.05				0.05	0.02																																																				
3560070821884	https://fr.openfoodfacts.org/produit/3560070821884	sebleouf	1423500872	1582769518	Thé Glacé saveur Pêche	Boisson rafraîchissante aux extraits de thé aromatisée pêche	2 l	Bouteille,Plastique	bouteille,plastique	Carrefour	carrefour	"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Boissons sans alcool, Boissons au thé, Thés glacés, Thés glacés saveur pêche, Boissons avec sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:non-alcoholic-beverages,en:tea-based-beverages,en:iced-teas,en:peach-flavored-iced-teas,en:sweetened-beverages					en:no-preservatives	en:no-preservatives	EMB 26174B	emb-26174b		marges-drome-france	Lyon,France	Carrefour	France	"Eau de source (93,4 %), sucre, jus de pêche à base de concentré (0,5 %), acidifiant : acide citrique, extraits de thé (1,2 g/L), correcteur d'acidité : citrates de sodium ; arômes ; antioxydant : acide ascorbique"					20g	20		3	en:e300,en:e330,en:e331	0			0			8	d	4	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:peach-flavored-iced-teas	https://static.openfoodfacts.org/images/products/356/007/082/1884/front_fr.26.400.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/front_fr.26.200.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/front_fr.26.400.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/front_fr.26.200.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/ingredients_fr.35.400.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/ingredients_fr.35.200.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/nutrition_fr.37.400.jpg	https://static.openfoodfacts.org/images/products/356/007/082/1884/nutrition_fr.37.200.jpg		24	100		0	0																																			5.8	5.6									0	0				0.05	0.02																																												8								
3258561300238	https://fr.openfoodfacts.org/produit/3258561300238	kiliweb	1519925755	1582769282	Bk 6X20Cl Raisin Rouge Bf,					Belle France	belle-france	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, en:fruit-juices-and-nectars, Jus de fruits, Boissons sans alcool, Jus de fruits pur jus, Jus de raisin"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:grape-juices,en:squeezed-juices,en:fruit-juices-and-nectars			France	france	No preservatives, en:no-colorings	en:no-colorings,en:no-preservatives	EMB.45273(S),EMB.67434(J)	emb-45273-s,emb-67434-j		saint-denis-de-l-hotel-loiret-france,sarre-union-bas-rhin-france	France	G20	France	jus de raisin								0		0			0			10	e	1	Beverages	Fruit juices	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:grape-juices	https://static.openfoodfacts.org/images/products/325/856/130/0238/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/nutrition_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/325/856/130/0238/nutrition_fr.16.200.jpg		66	276		0.1	0.05																																			16.1	15.5										0.2				0.03	0.012																																												10								
3760224120034	https://fr.openfoodfacts.org/produit/3760224120034	tacinte	1479764351	1582769233	Ox'Bier La volubile Blonde	Bière	33 cl	Bouteille,Verre,Capsule,Métal	bouteille,verre,capsule,metal	Brasserie Artisanale de Marcoussis,Oxbier	brasserie-artisanale-de-marcoussis,oxbier	Boissons, Boissons alcoolisées, Produits artisanaux, Bières, Alcools artisanaux, Bières françaises, Bières artisanales, Bières blondes	en:beverages,en:alcoholic-beverages,en:artisan-products,en:beers,en:artisanal-spirits,en:french-beers,en:craft-beers,en:lagers					Organic, EU Organic, AB Agriculture Biologique, EU/non-EU Agriculture, fr:Déconseillé aux femmes enceintes , en:fr-bio-09	en:organic,en:eu-organic,en:ab-agriculture-biologique,en:eu-non-eu-agriculture,en:fr-bio-09,fr:deconseille-aux-femmes-enceintes							France	malts d'_orge_*, houblons, levures, sucre*.  *issus de l'agriculture biologique.	en:gluten	en:gluten						0		0			0					3		Alcoholic beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:french-beers	https://static.openfoodfacts.org/images/products/376/022/412/0034/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/ingredients_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/ingredients_fr.14.200.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/nutrition_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/376/022/412/0034/nutrition_fr.16.200.jpg																																																																																																													
3256223100141	https://fr.openfoodfacts.org/produit/3256223100141	openfoodfacts-contributors	1460488090	1582769159	Thé Glacé Pêche		0.5 L			U	u	Boissons, Boissons sans alcool	en:beverages,en:non-alcoholic-beverages					en:no-preservatives	en:no-preservatives						Magasins U	France	"Eau de source (France) 95,3%, sucre, jus de pêche à base de concentré 0,5%, acidifiant: acide citrique, extraits de thé (1 2 g/l), correcteur d'acidité : citrate de sodium, arômes naturels, antioydant : acide ascorbique"					200g	200		3	en:e300,en:e330,en:e331	0			0			9	d	4	Beverages	Sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/325/622/310/0141/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/nutrition_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/325/622/310/0141/nutrition_fr.9.200.jpg		26	109		0	0																																			6.3	6.1									0	0.1				0.05	0.02																																												9								
3483981001070	https://fr.openfoodfacts.org/produit/3483981001070	openfoodfacts-contributors	1460963877	1582769133	thé vert guarana		20 sachets / 36 g			Terra Etica	terra-etica	"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Thés verts, Infusions, Boissons sans alcool"	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:herbal-teas,en:non-alcoholic-beverages					Organic, en:max-havelaar	en:organic,en:fair-trade,en:max-havelaar	ES-ECO-020-CV	es-eco-020-cv			France	Biocoop	France	thé vert 64%, citronnelle 30 %, guarana 6%.								0		0			0					1	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:green-teas	https://static.openfoodfacts.org/images/products/348/398/100/1070/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1070/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1070/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1070/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1070/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1070/ingredients_fr.10.200.jpg																																																																																																															
4009491028186	https://fr.openfoodfacts.org/produit/4009491028186	openfoodfacts-contributors	1474187304	1582769080	Valensina, Mildes Frühstück Milde Orange					Valensina	valensina	"Boissons, Aliments et boissons à base de végétaux, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Jus d'orange, Jus de fruits pur jus, Jus d'orange pur jus, de:Fruchtsäfte und -Nektare"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:orange-juices,en:squeezed-juices,en:squeezed-orange-juices,de:fruchtsäfte-und-nektare					en:no-added-sugar	en:no-added-sugar							Belgien,Frankreich, en:germany	Orangensaft aus Orangensaftkonzentrat (99,5%), Acerolasaft aus Acerolasaftkonzentrat (0,5 %), Vitamin C, natürliches Orangenblütenaroma								0		0			0			3	c		Beverages	Fruit juices	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:squeezed-orange-juices	https://static.openfoodfacts.org/images/products/400/949/102/8186/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/400/949/102/8186/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/400/949/102/8186/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/400/949/102/8186/front_fr.3.200.jpg	https://static.openfoodfacts.org/images/products/400/949/102/8186/ingredients_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/400/949/102/8186/ingredients_fr.11.200.jpg				44	184		0.2	0.04																																			8.9	8.9									0.2	0.7				0	0							0.04																																					3								
3760244770165	https://fr.openfoodfacts.org/produit/3760244770165	drunkenbison	1513885360	1582769072	La triple du Gers	Bière artisanale	33 cl	Bouteille,Verre	bouteille,verre	Jean Brasse	jean-brasse	Boissons, Boissons alcoolisées, Produits artisanaux, Bières, Alcools artisanaux, Bières françaises, Bières artisanales, Bières bio	en:beverages,en:alcoholic-beverages,en:artisan-products,en:beers,en:artisanal-spirits,en:french-beers,en:craft-beers,en:organic-beers			Gimont,Gers,France	gimont,gers,france	Organic, EU Organic, EU/non-EU Agriculture, fr:ab-agriculture-biologique, fr:Déconseillé aux femmes enceintes , en:fr-bio-01	en:organic,en:eu-organic,en:ab-agriculture-biologique,en:eu-non-eu-agriculture,en:fr-bio-01,fr:deconseille-aux-femmes-enceintes					Toulouse,France	La Chouette Coop	France	 eau, malts d'_orge_, sucre*, houblons, levure, épices	en:gluten	en:gluten			33 cl	330		0		0			0					3		Alcoholic beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:organic-beers	https://static.openfoodfacts.org/images/products/376/024/477/0165/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/376/024/477/0165/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/376/024/477/0165/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/376/024/477/0165/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/376/024/477/0165/ingredients_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/376/024/477/0165/ingredients_fr.6.200.jpg																																																																																																															
3250391993857	https://fr.openfoodfacts.org/produit/3250391993857	kiliweb	1497981032	1582768973	Jus multifruits		200 ml			Paquito	paquito	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans alcool, Jus multifruits, Jus de fruits pur jus, Jus multifruits pur jus, Boissons sans sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages,en:multifruit-juices,en:squeezed-juices,en:squeezed-multifruit-juices,en:unsweetened-beverages					Organic, EU Organic, AB Agriculture Biologique , en:fr-bio-01	en:organic,en:eu-organic,en:ab-agriculture-biologique,en:fr-bio-01						Intermarché	France	Jus d'orange*, jus de pomme*, purée de banane*, purée de mangue*, jus de fruit de la passion*. *ingrédients issus de l'agriculture biologique.					200 ml	200		0		0			0			6	d	1	Beverages	Fruit juices	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:squeezed-multifruit-juices	https://static.openfoodfacts.org/images/products/325/039/199/3857/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/325/039/199/3857/nutrition_fr.7.200.jpg	231		231		0	0																																			13	12									0	0				0	0																																												6								
3483981001049	https://fr.openfoodfacts.org/produit/3483981001049	kiliweb	1498209704	1582768924	Thé Noir Breakfast 20 x		20 sachets			Terra Etica	terra-etica	Boissons, Boissons sans alcool, Boissons sans sucre ajouté	en:beverages,en:non-alcoholic-beverages,en:unsweetened-beverages	Sri Lanka	sri-lanka	jardin gambola	jardin-gambola	Organic, Fair trade, Max Havelaar , en:es-eco-020-cv	en:organic,en:eu-organic,en:fair-trade,en:es-eco-020-cv,en:max-havelaar					France	carrefour	France																	1	b		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:non-alcoholic-beverages	https://static.openfoodfacts.org/images/products/348/398/100/1049/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1049/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1049/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1049/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1049/ingredients_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/348/398/100/1049/ingredients_fr.4.200.jpg				4	17		0	0																																			0	0									0	0				0	0																																												1								
